CustomerID,recency_days,frequency,monetary,total_items,first_purchase,last_purchase,r_score,f_score,m_score,segment
17828,22,3,655.0,3,2011-06-08T08:31:00.000Z,2011-11-17T08:41:00.000Z,2,1,1,Lost
13520,58,6,640.0,6,2010-12-03T10:36:00.000Z,2011-10-12T10:20:00.000Z,3,1,1,Others
12474,17,16,630.0,16,2011-01-14T10:06:00.000Z,2011-11-22T14:39:00.000Z,2,1,1,Lost
12668,11,4,630.0,4,2010-12-19T12:46:00.000Z,2011-11-28T10:56:00.000Z,1,1,1,Lost
12704,7,8,623.0,11,2011-06-23T10:20:00.000Z,2011-12-02T13:15:00.000Z,1,1,1,Lost
12597,19,4,616.0,4,2011-03-16T14:00:00.000Z,2011-11-20T13:33:00.000Z,2,1,1,Lost
12456,44,3,600.0,3,2011-03-30T09:12:00.000Z,2011-10-26T14:41:00.000Z,3,2,1,Others
15299,164,1,600.0,1,2011-06-28T17:01:00.000Z,2011-06-28T17:01:00.000Z,4,4,1,Champions
13452,259,2,590.0,2,2011-03-14T11:38:00.000Z,2011-03-25T14:19:00.000Z,5,2,1,New
12484,32,4,588.0,4,2011-01-07T14:04:00.000Z,2011-11-07T11:37:00.000Z,2,1,1,Lost
12583,2,15,576.0,15,2010-12-01T08:45:00.000Z,2011-12-07T08:07:00.000Z,1,1,1,Lost
12647,22,12,576.0,12,2010-12-05T14:02:00.000Z,2011-11-17T12:56:00.000Z,2,1,1,Lost
12481,22,8,576.0,8,2010-12-09T10:13:00.000Z,2011-11-17T08:29:00.000Z,2,1,1,Lost
12483,17,7,574.0,7,2011-01-04T14:20:00.000Z,2011-11-22T17:02:00.000Z,1,1,1,Lost
12490,5,10,558.0,10,2011-01-14T09:13:00.000Z,2011-12-04T16:07:00.000Z,1,1,1,Lost
17406,333,2,545.0,2,2011-01-10T14:57:00.000Z,2011-01-10T15:07:00.000Z,5,2,1,New
16607,357,2,545.0,2,2010-12-16T08:41:00.000Z,2010-12-17T15:15:00.000Z,5,2,1,New
12524,9,8,540.0,8,2011-01-10T10:35:00.000Z,2011-11-30T15:31:00.000Z,1,1,1,Lost
12727,10,7,540.0,7,2011-01-23T15:17:00.000Z,2011-11-29T11:46:00.000Z,1,1,1,Lost
12766,3,4,532.0,4,2010-12-08T13:53:00.000Z,2011-12-06T08:46:00.000Z,1,1,1,Lost
16949,40,3,525.0,3,2011-05-05T12:24:00.000Z,2011-10-30T11:55:00.000Z,3,2,1,Others
12590,211,1,523.0,1,2011-05-12T14:52:00.000Z,2011-05-12T14:52:00.000Z,4,5,1,Champions
12437,1,15,504.0,15,2011-01-12T14:13:00.000Z,2011-12-08T11:35:00.000Z,1,1,1,Lost
12472,32,7,504.0,7,2010-12-05T14:19:00.000Z,2011-11-07T14:01:00.000Z,2,1,1,Lost
17690,187,2,500.0,3,2011-01-17T12:31:00.000Z,2011-06-05T10:47:00.000Z,4,2,1,New
16316,277,1,500.0,2,2011-03-07T11:56:00.000Z,2011-03-07T11:56:00.000Z,5,5,1,Champions
15727,359,1,500.0,2,2010-12-15T15:47:00.000Z,2010-12-15T15:47:00.000Z,5,5,1,Champions
16003,359,1,500.0,2,2010-12-15T12:09:00.000Z,2010-12-15T12:09:00.000Z,5,5,1,Champions
15159,361,1,500.0,2,2010-12-13T15:44:00.000Z,2010-12-13T15:44:00.000Z,5,5,1,Champions
12712,28,13,493.0,14,2010-12-03T14:30:00.000Z,2011-11-11T08:19:00.000Z,2,1,1,Lost
12664,8,9,490.0,9,2011-01-21T11:42:00.000Z,2011-12-01T17:07:00.000Z,1,1,1,Lost
12362,3,10,489.0,10,2011-02-17T10:30:00.000Z,2011-12-06T15:40:00.000Z,1,1,1,Lost
12705,15,6,486.0,6,2010-12-17T15:58:00.000Z,2011-11-24T13:17:00.000Z,1,1,1,Lost
17949,99,1,480.0,1,2011-09-01T11:56:00.000Z,2011-09-01T11:56:00.000Z,4,4,1,Champions
12449,22,4,471.0,4,2011-06-05T15:37:00.000Z,2011-11-17T13:46:00.000Z,2,1,1,Lost
12909,201,2,455.0,2,2011-03-31T13:13:00.000Z,2011-05-22T11:52:00.000Z,4,2,1,New
14030,366,1,455.0,2,2010-12-08T16:11:00.000Z,2010-12-08T16:11:00.000Z,5,5,1,Champions
13631,143,5,440.0,5,2011-03-17T17:13:00.000Z,2011-07-19T15:49:00.000Z,4,1,1,New
12438,14,2,440.0,2,2011-07-22T13:29:00.000Z,2011-11-25T13:28:00.000Z,1,2,1,Lost
15524,24,1,440.0,1,2011-11-15T12:09:00.000Z,2011-11-15T12:09:00.000Z,2,3,1,Others
18233,325,1,440.0,1,2011-01-18T08:44:00.000Z,2011-01-18T08:44:00.000Z,5,5,1,Champions
12656,17,5,432.0,5,2011-04-20T09:20:00.000Z,2011-11-22T13:42:00.000Z,2,1,1,Lost
12417,3,9,423.0,9,2010-12-17T11:51:00.000Z,2011-12-06T14:52:00.000Z,1,1,1,Lost
12553,8,9,414.0,9,2011-01-14T10:42:00.000Z,2011-12-01T16:38:00.000Z,1,1,1,Lost
12714,9,5,414.0,5,2011-02-18T10:53:00.000Z,2011-11-30T15:43:00.000Z,1,1,1,Lost
12700,7,4,414.0,4,2011-05-08T16:10:00.000Z,2011-12-02T10:47:00.000Z,1,1,1,Lost
12562,8,7,396.0,7,2011-05-25T12:44:00.000Z,2011-12-01T17:20:00.000Z,1,1,1,Lost
12627,10,6,396.0,6,2011-07-22T13:59:00.000Z,2011-11-29T12:07:00.000Z,1,1,1,Lost
12480,28,4,396.0,4,2011-01-07T15:27:00.000Z,2011-11-11T14:52:00.000Z,2,1,1,Lost
14931,22,3,393.0,3,2011-04-13T09:32:00.000Z,2011-11-17T09:25:00.000Z,2,1,1,Lost
12782,4,5,392.0,5,2010-12-17T11:30:00.000Z,2011-12-05T09:16:00.000Z,1,1,1,Lost
12578,21,2,392.0,2,2011-01-13T15:34:00.000Z,2011-11-18T13:30:00.000Z,2,2,1,Lost
14195,252,1,392.0,1,2011-04-01T16:50:00.000Z,2011-04-01T16:50:00.000Z,5,5,1,Champions
17581,213,2,390.0,2,2011-05-10T11:48:00.000Z,2011-05-10T13:40:00.000Z,4,2,1,New
15874,256,2,375.0,3,2011-02-28T13:28:00.000Z,2011-03-28T14:19:00.000Z,5,2,1,New
12381,4,4,366.0,4,2011-08-12T09:57:00.000Z,2011-12-05T12:44:00.000Z,1,1,1,Lost
12429,172,3,362.0,3,2010-12-09T12:05:00.000Z,2011-06-20T12:14:00.000Z,4,2,1,New
12348,75,4,360.0,4,2010-12-16T19:09:00.000Z,2011-09-25T13:13:00.000Z,3,1,1,Others
13815,23,3,360.0,3,2011-01-25T12:16:00.000Z,2011-11-16T13:54:00.000Z,2,1,1,Lost
12360,52,3,360.0,3,2011-05-23T09:43:00.000Z,2011-10-18T15:22:00.000Z,3,2,1,Others
12371,44,1,360.0,1,2011-10-26T10:16:00.000Z,2011-10-26T10:16:00.000Z,3,3,1,Potential
12818,261,1,360.0,1,2011-03-23T12:06:00.000Z,2011-03-23T12:06:00.000Z,5,5,1,Champions
12610,22,4,352.0,4,2011-08-05T13:52:00.000Z,2011-11-17T09:34:00.000Z,2,1,1,Lost
12415,252,1,350.0,1,2011-04-01T14:28:00.000Z,2011-04-01T14:28:00.000Z,5,5,1,Champions
16873,364,1,350.0,1,2010-12-10T15:45:00.000Z,2010-12-10T15:45:00.000Z,5,5,1,Champions
12395,19,12,336.0,12,2010-12-03T16:35:00.000Z,2011-11-20T15:21:00.000Z,2,1,1,Lost
13523,199,1,330.0,2,2011-05-24T08:49:00.000Z,2011-05-24T08:49:00.000Z,4,5,1,Champions
14088,322,1,330.0,1,2011-01-21T13:07:00.000Z,2011-01-21T13:07:00.000Z,5,5,1,Champions
12356,325,1,324.0,1,2011-01-18T09:50:00.000Z,2011-01-18T09:50:00.000Z,5,5,1,Champions
12457,85,3,320.0,3,2011-04-14T18:57:00.000Z,2011-09-15T14:25:00.000Z,3,2,1,Others
12405,148,1,320.0,1,2011-07-14T08:52:00.000Z,2011-07-14T08:52:00.000Z,4,4,1,Champions
12744,56,2,315.0,2,2011-01-25T13:26:00.000Z,2011-10-14T14:54:00.000Z,3,2,1,Others
12783,2,4,308.0,4,2011-09-25T15:35:00.000Z,2011-12-07T15:56:00.000Z,1,1,1,Lost
12662,0,10,306.0,10,2010-12-01T13:04:00.000Z,2011-12-09T11:59:00.000Z,1,1,1,Lost
12619,16,7,306.0,7,2011-04-19T14:02:00.000Z,2011-11-23T14:52:00.000Z,1,1,1,Lost
12709,43,5,306.0,5,2010-12-08T09:49:00.000Z,2011-10-27T17:00:00.000Z,3,1,1,Others
12643,128,6,303.0,6,2011-01-11T11:48:00.000Z,2011-08-03T12:56:00.000Z,4,1,1,New
12349,18,1,300.0,1,2011-11-21T09:51:00.000Z,2011-11-21T09:51:00.000Z,2,3,1,Others
12380,21,4,297.0,4,2011-06-07T09:49:00.000Z,2011-11-18T11:27:00.000Z,2,1,1,Lost
13015,197,1,295.0,1,2011-05-26T16:25:00.000Z,2011-05-26T16:25:00.000Z,4,5,1,Champions
14842,308,1,295.0,1,2011-02-04T15:32:00.000Z,2011-02-04T15:32:00.000Z,5,5,1,Champions
13145,372,1,295.0,1,2010-12-02T18:06:00.000Z,2010-12-02T18:06:00.000Z,5,5,1,Champions
15269,23,1,290.0,1,2011-11-16T09:32:00.000Z,2011-11-16T09:32:00.000Z,2,3,1,Others
16240,77,1,290.0,1,2011-09-23T13:44:00.000Z,2011-09-23T13:44:00.000Z,3,4,1,Potential
13344,277,1,290.0,1,2011-03-07T10:28:00.000Z,2011-03-07T10:28:00.000Z,5,5,1,Champions
17139,288,1,290.0,2,2011-02-24T09:32:00.000Z,2011-02-24T09:32:00.000Z,5,5,1,Champions
15270,301,1,290.0,1,2011-02-11T11:36:00.000Z,2011-02-11T11:36:00.000Z,5,5,1,Champions
12600,28,10,288.0,10,2010-12-03T12:57:00.000Z,2011-11-11T10:29:00.000Z,2,1,1,Lost
12528,9,6,288.0,6,2011-01-31T09:05:00.000Z,2011-11-30T14:40:00.000Z,1,1,1,Lost
12685,28,6,288.0,6,2011-09-07T10:28:00.000Z,2011-11-11T13:46:00.000Z,2,1,1,Lost
12520,79,5,288.0,5,2011-03-11T11:35:00.000Z,2011-09-21T15:23:00.000Z,3,1,1,Others
12473,53,3,288.0,3,2011-06-01T10:15:00.000Z,2011-10-17T11:27:00.000Z,3,2,1,Others
12352,36,5,280.0,5,2011-03-01T14:57:00.000Z,2011-11-03T14:37:00.000Z,2,1,1,Lost
12708,29,10,270.0,10,2010-12-06T10:43:00.000Z,2011-11-10T09:52:00.000Z,2,1,1,Lost
12721,31,6,270.0,6,2010-12-20T11:38:00.000Z,2011-11-08T12:13:00.000Z,2,1,1,Lost
12408,32,4,270.0,4,2011-03-24T14:46:00.000Z,2011-11-07T12:27:00.000Z,2,1,1,Lost
16133,28,3,270.0,3,2011-05-03T10:42:00.000Z,2011-11-11T15:13:00.000Z,2,1,1,Lost
12625,211,2,270.0,2,2011-01-24T13:27:00.000Z,2011-05-12T09:54:00.000Z,4,2,2,New
16714,218,2,265.0,2,2011-01-26T13:40:00.000Z,2011-05-05T11:09:00.000Z,4,2,2,New
12464,10,7,255.0,7,2011-02-03T13:30:00.000Z,2011-11-29T13:33:00.000Z,1,1,2,Lost
13969,127,2,255.0,2,2011-07-21T09:43:00.000Z,2011-08-04T16:31:00.000Z,4,2,2,New
12688,113,1,255.0,2,2011-08-18T08:49:00.000Z,2011-08-18T08:49:00.000Z,4,4,2,Champions
12670,10,5,252.0,5,2011-04-21T10:16:00.000Z,2011-11-29T15:23:00.000Z,1,1,2,Lost
12613,57,4,252.0,4,2011-03-22T15:42:00.000Z,2011-10-13T14:59:00.000Z,3,1,2,Others
12462,18,2,252.0,2,2011-02-09T14:44:00.000Z,2011-11-21T09:11:00.000Z,2,2,2,Lost
12507,134,2,252.0,2,2011-02-14T09:24:00.000Z,2011-07-28T17:09:00.000Z,4,2,2,New
17857,45,1,250.0,1,2011-10-25T14:23:00.000Z,2011-10-25T14:23:00.000Z,3,3,2,Potential
17603,78,1,250.0,1,2011-09-22T14:18:00.000Z,2011-09-22T14:18:00.000Z,3,4,2,Potential
13563,84,1,250.0,2,2011-09-16T14:45:00.000Z,2011-09-16T14:45:00.000Z,3,4,2,Potential
15023,159,1,250.0,1,2011-07-03T13:05:00.000Z,2011-07-03T13:05:00.000Z,4,4,2,Champions
15804,170,1,250.0,1,2011-06-22T10:28:00.000Z,2011-06-22T10:28:00.000Z,4,4,2,Champions
15825,172,1,250.0,1,2011-06-20T13:27:00.000Z,2011-06-20T13:27:00.000Z,4,4,2,Champions
14816,197,1,250.0,2,2011-05-26T13:16:00.000Z,2011-05-26T13:16:00.000Z,4,5,2,Champions
15768,225,1,250.0,1,2011-04-28T09:20:00.000Z,2011-04-28T09:20:00.000Z,5,5,2,Champions
15065,227,1,250.0,1,2011-04-26T11:34:00.000Z,2011-04-26T11:34:00.000Z,5,5,2,Champions
16359,243,1,250.0,2,2011-04-10T11:33:00.000Z,2011-04-10T11:33:00.000Z,5,5,2,Champions
15521,248,1,250.0,1,2011-04-05T08:25:00.000Z,2011-04-05T08:25:00.000Z,5,5,2,Champions
17049,275,1,250.0,1,2011-03-09T08:33:00.000Z,2011-03-09T08:33:00.000Z,5,5,2,Champions
15834,277,1,250.0,2,2011-03-07T17:55:00.000Z,2011-03-07T17:55:00.000Z,5,5,2,Champions
13476,281,1,250.0,2,2011-03-03T14:43:00.000Z,2011-03-03T14:43:00.000Z,5,5,2,Champions
17082,318,1,250.0,1,2011-01-25T14:36:00.000Z,2011-01-25T14:36:00.000Z,5,5,2,Champions
15510,330,1,250.0,1,2011-01-13T12:10:00.000Z,2011-01-13T12:10:00.000Z,5,5,2,Champions
16143,354,1,250.0,1,2010-12-20T12:51:00.000Z,2010-12-20T12:51:00.000Z,5,5,2,Champions
13418,359,1,250.0,1,2010-12-15T13:49:00.000Z,2010-12-15T13:49:00.000Z,5,5,2,Champions
12676,24,6,240.0,6,2011-02-01T15:41:00.000Z,2011-11-15T12:25:00.000Z,2,1,2,Lost
12358,1,2,240.0,2,2011-07-12T10:04:00.000Z,2011-12-08T10:26:00.000Z,1,2,2,Lost
12630,9,2,240.0,2,2011-10-27T10:41:00.000Z,2011-11-30T10:48:00.000Z,1,2,2,Lost
14606,123,4,235.0,4,2011-02-18T13:26:00.000Z,2011-08-08T13:11:00.000Z,4,1,2,New
12633,58,4,234.0,4,2011-02-25T08:44:00.000Z,2011-10-12T11:40:00.000Z,3,1,2,Others
12423,0,8,225.0,8,2010-12-21T10:54:00.000Z,2011-12-09T10:10:00.000Z,1,1,2,Lost
12383,184,5,222.0,5,2010-12-22T14:28:00.000Z,2011-06-08T08:02:00.000Z,4,1,2,New
16278,100,1,220.0,1,2011-08-31T17:12:00.000Z,2011-08-31T17:12:00.000Z,4,4,2,Champions
12518,0,5,216.0,5,2011-08-21T13:18:00.000Z,2011-12-09T10:13:00.000Z,1,1,2,Lost
12598,28,5,216.0,5,2011-02-28T11:58:00.000Z,2011-11-11T12:07:00.000Z,2,1,2,Lost
12657,11,3,216.0,3,2011-09-22T11:40:00.000Z,2011-11-28T15:47:00.000Z,1,1,2,Lost
12560,5,2,216.0,2,2011-08-19T15:22:00.000Z,2011-12-04T13:54:00.000Z,1,2,2,Lost
12585,234,2,216.0,2,2010-12-23T12:58:00.000Z,2011-04-19T13:39:00.000Z,5,2,2,New
12684,7,7,210.0,7,2011-05-10T12:55:00.000Z,2011-12-02T09:53:00.000Z,1,1,2,Lost
12500,23,10,201.0,10,2011-01-10T09:48:00.000Z,2011-11-16T16:20:00.000Z,2,1,2,Lost
12407,49,5,201.0,5,2011-03-20T13:21:00.000Z,2011-10-21T10:11:00.000Z,3,1,2,Others
12697,28,3,200.0,3,2011-06-23T15:44:00.000Z,2011-11-11T08:47:00.000Z,2,2,2,Lost
12815,147,2,200.0,2,2011-05-25T13:34:00.000Z,2011-07-15T10:21:00.000Z,4,2,2,New
12717,151,2,200.0,2,2011-04-08T10:32:00.000Z,2011-07-11T14:47:00.000Z,4,2,2,New
12398,45,1,200.0,1,2011-10-25T10:27:00.000Z,2011-10-25T10:27:00.000Z,3,3,2,Potential
12461,94,1,200.0,1,2011-09-06T16:57:00.000Z,2011-09-06T16:57:00.000Z,4,4,2,Champions
12726,28,7,198.0,7,2010-12-17T12:56:00.000Z,2011-11-11T13:35:00.000Z,2,1,2,Lost
12615,2,4,198.0,4,2011-06-24T13:35:00.000Z,2011-12-07T15:02:00.000Z,1,1,2,Lost
13813,39,4,198.0,4,2011-07-28T10:33:00.000Z,2011-10-31T10:38:00.000Z,2,1,2,Lost
12637,67,3,198.0,3,2011-01-20T10:48:00.000Z,2011-10-03T13:46:00.000Z,3,2,2,Others
12762,7,2,196.0,2,2011-11-14T14:23:00.000Z,2011-12-02T10:23:00.000Z,1,2,2,Lost
12397,35,2,195.0,2,2011-07-27T14:21:00.000Z,2011-11-04T09:52:00.000Z,2,2,2,Lost
15407,183,1,195.0,1,2011-06-09T11:32:00.000Z,2011-06-09T11:32:00.000Z,4,4,2,Champions
17190,207,1,195.0,1,2011-05-16T15:29:00.000Z,2011-05-16T15:29:00.000Z,4,5,2,Champions
14154,239,1,195.0,1,2011-04-14T16:26:00.000Z,2011-04-14T16:26:00.000Z,5,5,2,Champions
17142,239,1,195.0,1,2011-04-14T18:22:00.000Z,2011-04-14T18:22:00.000Z,5,5,2,Champions
12881,275,1,195.0,1,2011-03-09T11:44:00.000Z,2011-03-09T11:44:00.000Z,5,5,2,Champions
17817,277,1,195.0,1,2011-03-07T17:42:00.000Z,2011-03-07T17:42:00.000Z,5,5,2,Champions
15572,278,1,195.0,1,2011-03-06T14:44:00.000Z,2011-03-06T14:44:00.000Z,5,5,2,Champions
12394,63,2,192.0,2,2011-05-06T14:01:00.000Z,2011-10-07T08:08:00.000Z,3,2,2,Others
14808,166,2,190.0,2,2011-06-20T12:53:00.000Z,2011-06-26T12:54:00.000Z,4,2,2,New
12640,23,3,180.0,3,2011-09-19T12:01:00.000Z,2011-11-16T11:52:00.000Z,2,1,2,Lost
12517,28,3,180.0,3,2011-08-05T15:02:00.000Z,2011-11-11T14:04:00.000Z,2,2,2,Lost
12635,89,2,180.0,2,2011-07-08T08:43:00.000Z,2011-09-11T11:04:00.000Z,3,2,2,Others
12669,150,2,180.0,2,2011-03-28T10:15:00.000Z,2011-07-12T09:54:00.000Z,4,2,2,New
17135,16,2,170.0,2,2011-11-02T10:33:00.000Z,2011-11-23T12:13:00.000Z,1,2,2,Lost
17415,79,1,170.0,1,2011-09-21T12:50:00.000Z,2011-09-21T12:50:00.000Z,3,4,2,Potential
12884,88,1,170.0,1,2011-09-12T13:10:00.000Z,2011-09-12T13:10:00.000Z,3,4,2,Potential
17146,105,1,170.0,1,2011-08-26T12:44:00.000Z,2011-08-26T12:44:00.000Z,4,4,2,Champions
14498,149,1,170.0,1,2011-07-13T12:06:00.000Z,2011-07-13T12:06:00.000Z,4,4,2,Champions
12421,15,4,168.0,4,2011-01-24T15:09:00.000Z,2011-11-24T09:07:00.000Z,1,1,2,Lost
12596,51,2,168.0,2,2011-04-11T13:22:00.000Z,2011-10-19T13:02:00.000Z,3,2,2,Others
12545,75,2,168.0,2,2011-03-25T12:04:00.000Z,2011-09-25T13:39:00.000Z,3,2,2,Others
12510,142,2,168.0,2,2011-01-18T14:04:00.000Z,2011-07-20T10:15:00.000Z,4,2,2,New
12876,57,2,165.0,2,2011-05-27T13:34:00.000Z,2011-10-13T12:26:00.000Z,3,2,2,Others
15861,22,1,165.0,1,2011-11-17T19:58:00.000Z,2011-11-17T19:58:00.000Z,2,3,2,Others
14553,33,1,165.0,1,2011-11-06T14:06:00.000Z,2011-11-06T14:06:00.000Z,2,3,2,Others
16723,91,1,165.0,1,2011-09-09T13:01:00.000Z,2011-09-09T13:01:00.000Z,4,4,2,Champions
16216,267,1,165.0,1,2011-03-17T15:34:00.000Z,2011-03-17T15:34:00.000Z,5,5,2,Champions
14180,282,1,165.0,1,2011-03-02T09:33:00.000Z,2011-03-02T09:33:00.000Z,5,5,2,Champions
15257,283,1,165.0,1,2011-03-01T12:58:00.000Z,2011-03-01T12:58:00.000Z,5,5,2,Champions
16838,288,1,165.0,1,2011-02-24T15:01:00.000Z,2011-02-24T15:01:00.000Z,5,5,2,Champions
16027,302,1,165.0,1,2011-02-10T12:19:00.000Z,2011-02-10T12:19:00.000Z,5,5,2,Champions
15513,316,1,165.0,1,2011-01-27T12:10:00.000Z,2011-01-27T12:10:00.000Z,5,5,2,Champions
16500,330,1,165.0,1,2011-01-13T10:28:00.000Z,2011-01-13T10:28:00.000Z,5,5,2,Champions
14185,331,1,165.0,1,2011-01-12T13:52:00.000Z,2011-01-12T13:52:00.000Z,5,5,2,Champions
13705,373,1,165.0,1,2010-12-01T10:29:00.000Z,2010-12-01T10:29:00.000Z,5,5,2,Champions
12494,15,6,162.0,6,2010-12-09T11:31:00.000Z,2011-11-24T09:34:00.000Z,1,1,2,Lost
12679,58,4,162.0,4,2011-03-01T12:26:00.000Z,2011-10-12T12:30:00.000Z,3,1,2,Others
12530,59,4,162.0,4,2011-01-07T10:04:00.000Z,2011-10-11T12:34:00.000Z,3,1,2,Others
12609,78,3,162.0,3,2011-01-25T15:13:00.000Z,2011-09-22T16:34:00.000Z,3,2,2,Others
12384,28,2,160.0,2,2011-08-10T11:23:00.000Z,2011-11-11T08:39:00.000Z,2,2,2,Lost
12458,71,2,160.0,2,2011-02-28T10:55:00.000Z,2011-09-29T15:25:00.000Z,3,2,2,Others
12582,238,2,160.0,2,2011-02-24T11:42:00.000Z,2011-04-15T08:45:00.000Z,5,2,2,New
12638,33,1,160.0,1,2011-11-06T13:11:00.000Z,2011-11-06T13:11:00.000Z,2,3,2,Others
12631,57,1,160.0,1,2011-10-13T13:53:00.000Z,2011-10-13T13:53:00.000Z,3,4,2,Potential
12667,58,1,160.0,1,2011-10-12T17:00:00.000Z,2011-10-12T17:00:00.000Z,3,4,2,Potential
12410,308,1,160.0,1,2011-02-04T10:38:00.000Z,2011-02-04T10:38:00.000Z,5,5,2,Champions
14565,95,3,150.0,3,2011-05-18T13:09:00.000Z,2011-09-05T09:07:00.000Z,4,2,2,New
13376,99,3,150.0,3,2011-04-19T13:03:00.000Z,2011-09-01T16:16:00.000Z,4,2,2,New
16971,38,1,150.0,2,2011-11-01T15:06:00.000Z,2011-11-01T15:06:00.000Z,2,3,2,Others
17706,44,1,150.0,1,2011-10-26T13:31:00.000Z,2011-10-26T13:31:00.000Z,3,3,2,Potential
16692,256,1,150.0,1,2011-03-28T14:46:00.000Z,2011-03-28T14:46:00.000Z,5,5,2,Champions
12448,44,1,149.0,2,2011-10-26T13:46:00.000Z,2011-10-26T13:46:00.000Z,3,3,2,Potential
12599,29,7,144.0,7,2011-02-08T13:28:00.000Z,2011-11-10T13:34:00.000Z,2,1,2,Lost
12645,33,4,144.0,4,2011-01-27T13:08:00.000Z,2011-11-06T12:38:00.000Z,2,1,2,Lost
12463,53,4,144.0,4,2011-04-12T12:47:00.000Z,2011-10-17T13:44:00.000Z,3,1,2,Others
12693,127,4,144.0,4,2011-01-24T12:58:00.000Z,2011-08-04T17:51:00.000Z,4,1,2,New
12526,0,3,144.0,3,2011-09-06T14:19:00.000Z,2011-12-09T12:09:00.000Z,1,1,2,Lost
12501,336,1,144.0,1,2011-01-07T12:28:00.000Z,2011-01-07T12:28:00.000Z,5,5,2,Champions
12731,364,1,144.0,1,2010-12-10T10:56:00.000Z,2010-12-10T10:56:00.000Z,5,5,2,Champions
15108,141,3,141.0,3,2011-04-26T10:54:00.000Z,2011-07-21T10:24:00.000Z,4,2,2,New
12541,29,3,140.0,3,2011-03-04T09:32:00.000Z,2011-11-10T10:40:00.000Z,2,2,2,Lost
12546,46,2,140.0,2,2011-09-23T09:44:00.000Z,2011-10-24T12:09:00.000Z,3,2,2,Others
12772,59,1,140.0,1,2011-10-11T09:19:00.000Z,2011-10-11T09:19:00.000Z,3,4,2,Potential
12550,79,1,140.0,1,2011-09-21T14:35:00.000Z,2011-09-21T14:35:00.000Z,3,4,2,Potential
