InvoiceNo,StockCode,Description,Quantity,date,price,CustomerID,Country
550004,22064,PINK DOUGHNUT TRINKET POT,12,4/14/11 9:56,"1,65",12569,Germany
550004,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,4/14/11 9:56,"4,95",12569,Germany
550004,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,4/14/11 9:56,"0,85",12569,Germany
550004,21218,RED SPOTTY BISCUIT TIN,6,4/14/11 9:56,"3,75",12569,Germany
550004,POST,POSTAGE,4,4/14/11 9:56,18,12569,Germany
550137,48185,DOORMAT FAIRY CAKE,2,4/14/11 13:59,"7,95",12477,Germany
550137,48138,DOORMAT UNION FLAG,2,4/14/11 13:59,"7,95",12477,Germany
550137,48188,DOORMAT WELCOME PUPPIES,2,4/14/11 13:59,"7,95",12477,Germany
550137,22962,JAM JAR WITH PINK LID,12,4/14/11 13:59,"0,85",12477,Germany
550137,22446,PIN CUSHION BABUSHKA PINK,12,4/14/11 13:59,"3,35",12477,Germany
550137,22447,PIN CUSHION BABUSHKA BLUE,6,4/14/11 13:59,"3,35",12477,Germany
550137,22453,MEASURING TAPE BABUSHKA BLUE,6,4/14/11 13:59,"2,95",12477,Germany
550137,21257,VICTORIAN SEWING BOX MEDIUM,2,4/14/11 13:59,"7,95",12477,Germany
550137,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,4/14/11 13:59,"1,25",12477,Germany
550137,15044A,PINK PAPER PARASOL,6,4/14/11 13:59,"2,95",12477,Germany
550137,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,4/14/11 13:59,"1,65",12477,Germany
550137,22244,3 HOOK HANGER MAGIC GARDEN,36,4/14/11 13:59,"1,95",12477,Germany
550137,22467,GUMBALL COAT RACK,12,4/14/11 13:59,"2,55",12477,Germany
550137,22212,FOUR HOOK  WHITE LOVEBIRDS,12,4/14/11 13:59,"2,1",12477,Germany
550137,82580,BATHROOM METAL SIGN,12,4/14/11 13:59,"0,55",12477,Germany
550137,21164,HOME SWEET HOME METAL SIGN,12,4/14/11 13:59,"2,95",12477,Germany
550137,44242B,PINK FEATHERS CURTAIN,20,4/14/11 13:59,"1,25",12477,Germany
550137,84356,POMPOM CURTAIN,12,4/14/11 13:59,"5,95",12477,Germany
550137,21042,RED RETROSPOT APRON,3,4/14/11 13:59,"5,95",12477,Germany
550137,22123,PING MICROWAVE APRON,12,4/14/11 13:59,"1,95",12477,Germany
550137,22990,COTTON APRON PANTRY DESIGN,6,4/14/11 13:59,"4,95",12477,Germany
550137,22939,APRON APPLE DELIGHT,4,4/14/11 13:59,"4,95",12477,Germany
550137,22979,PANTRY WASHING UP BRUSH,12,4/14/11 13:59,"1,45",12477,Germany
550137,21212,PACK OF 72 RETROSPOT CAKE CASES,24,4/14/11 13:59,"0,55",12477,Germany
550137,21155,RED RETROSPOT PEG BAG,12,4/14/11 13:59,"2,55",12477,Germany
550137,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",72,4/14/11 13:59,"4,25",12477,Germany
550137,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,24,4/14/11 13:59,"0,83",12477,Germany
550137,22200,FRYING PAN PINK POLKADOT,8,4/14/11 13:59,"4,25",12477,Germany
550137,21035,SET/2 RED RETROSPOT TEA TOWELS,100,4/14/11 13:59,"2,75",12477,Germany
550137,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,4/14/11 13:59,"3,25",12477,Germany
550137,22723,SET OF 6 HERB TINS SKETCHBOOK,8,4/14/11 13:59,"3,95",12477,Germany
550137,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,4/14/11 13:59,"2,95",12477,Germany
550137,22626,BLACK KITCHEN SCALES,2,4/14/11 13:59,"8,5",12477,Germany
550137,20754,RETROSPOT RED WASHING UP GLOVES,6,4/14/11 13:59,"2,1",12477,Germany
550137,21936,RED RETROSPOT PICNIC BAG,10,4/14/11 13:59,"2,95",12477,Germany
550137,23199,JUMBO BAG APPLES,10,4/14/11 13:59,"2,08",12477,Germany
550137,20750,RED RETROSPOT MINI CASES,2,4/14/11 13:59,"7,95",12477,Germany
550137,22449,SILK PURSE BABUSHKA PINK,6,4/14/11 13:59,"3,35",12477,Germany
550137,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,4/14/11 13:59,"4,95",12477,Germany
550137,22176,BLUE OWL SOFT TOY,6,4/14/11 13:59,"2,95",12477,Germany
550137,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,4/14/11 13:59,"1,45",12477,Germany
550137,22637,PIGGY BANK RETROSPOT,4,4/14/11 13:59,"2,55",12477,Germany
550137,82486,WOOD S/3 CABINET ANT WHITE FINISH,6,4/14/11 13:59,"8,95",12477,Germany
550137,48116,DOORMAT MULTICOLOUR STRIPE,2,4/14/11 13:59,"7,95",12477,Germany
550137,22692,DOORMAT WELCOME TO OUR HOME,10,4/14/11 13:59,"6,75",12477,Germany
550137,48184,DOORMAT ENGLISH ROSE,6,4/14/11 13:59,"7,95",12477,Germany
550137,21231,SWEETHEART CERAMIC TRINKET BOX,12,4/14/11 13:59,"1,25",12477,Germany
550137,84968A,SET OF 16 VINTAGE ROSE CUTLERY,5,4/14/11 13:59,"12,75",12477,Germany
550137,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,5,4/14/11 13:59,"12,75",12477,Germany
550137,21539,RED RETROSPOT BUTTER DISH,12,4/14/11 13:59,"4,95",12477,Germany
550137,21531,RED RETROSPOT SUGAR JAM BOWL,12,4/14/11 13:59,"2,55",12477,Germany
550137,22222,CAKE PLATE LOVEBIRD WHITE,3,4/14/11 13:59,"4,95",12477,Germany
550137,22070,SMALL RED RETROSPOT MUG IN BOX,6,4/14/11 13:59,"3,75",12477,Germany
550137,21877,HOME SWEET HOME MUG,12,4/14/11 13:59,"1,25",12477,Germany
550137,21564,PINK  HEART SHAPE LOVE BUCKET,36,4/14/11 13:59,"2,95",12477,Germany
550137,21563,RED HEART SHAPE LOVE BUCKET,36,4/14/11 13:59,"2,95",12477,Germany
550137,22354,RETROSPOT PADDED SEAT CUSHION,5,4/14/11 13:59,"3,75",12477,Germany
550162,21231,SWEETHEART CERAMIC TRINKET BOX,12,4/14/11 16:23,"1,25",12569,Germany
550162,21232,STRAWBERRY CERAMIC TRINKET BOX,12,4/14/11 16:23,"1,25",12569,Germany
550162,22067,CHOC TRUFFLE GOLD TRINKET POT,12,4/14/11 16:23,"1,65",12569,Germany
550162,37450,CERAMIC CAKE BOWL + HANGING CAKES,12,4/14/11 16:23,"2,95",12569,Germany
550162,22135,MINI LADLE LOVE HEART PINK,12,4/14/11 16:23,"0,42",12569,Germany
550162,21558,SKULL LUNCH BOX WITH CUTLERY,6,4/14/11 16:23,"2,55",12569,Germany
550162,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,4/14/11 16:23,"2,25",12569,Germany
550162,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,4/14/11 16:23,"2,25",12569,Germany
550162,POST,POSTAGE,2,4/14/11 16:23,18,12569,Germany
C550171,20971,PINK BLUE FELT CRAFT TRINKET BOX,-1,4/14/11 16:53,"1,25",12585,Germany
550178,20719,WOODLAND CHARLOTTE BAG,20,4/14/11 17:25,"0,85",12662,Germany
550178,20726,LUNCH BAG WOODLAND,20,4/14/11 17:25,"1,65",12662,Germany
550178,22175,PINK OWL SOFT TOY,6,4/14/11 17:25,"2,95",12662,Germany
550178,22176,BLUE OWL SOFT TOY,6,4/14/11 17:25,"2,95",12662,Germany
550178,21680,WOODLAND  STICKERS,12,4/14/11 17:25,"0,85",12662,Germany
550178,21981,PACK OF 12 WOODLAND TISSUES,24,4/14/11 17:25,"0,29",12662,Germany
550178,22334,DINOSAUR PARTY BAG + STICKER SET,8,4/14/11 17:25,"1,65",12662,Germany
550178,22331,WOODLAND PARTY BAG + STICKER SET,8,4/14/11 17:25,"1,65",12662,Germany
550178,20750,RED RETROSPOT MINI CASES,4,4/14/11 17:25,"7,95",12662,Germany
550178,22894,TABLECLOTH RED APPLES DESIGN,2,4/14/11 17:25,"9,95",12662,Germany
550178,84997B,CHILDRENS CUTLERY RETROSPOT RED,4,4/14/11 17:25,"4,15",12662,Germany
550178,22148,EASTER CRAFT 4 CHICKS,12,4/14/11 17:25,"1,95",12662,Germany
550178,22320,BIRDS MOBILE VINTAGE DESIGN,3,4/14/11 17:25,"5,95",12662,Germany
550178,22318,FIVE HEART HANGING DECORATION,6,4/14/11 17:25,"2,95",12662,Germany
550178,21936,RED RETROSPOT PICNIC BAG,5,4/14/11 17:25,"2,95",12662,Germany
550178,21238,RED RETROSPOT CUP,8,4/14/11 17:25,"0,85",12662,Germany
550178,21239,PINK  POLKADOT CUP,8,4/14/11 17:25,"0,85",12662,Germany
550178,23159,SET OF 5 PANCAKE DAY MAGNETS,12,4/14/11 17:25,"2,08",12662,Germany
550178,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,4/14/11 17:25,"1,25",12662,Germany
550178,20712,JUMBO BAG WOODLAND ANIMALS,20,4/14/11 17:25,"2,08",12662,Germany
550178,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,4/14/11 17:25,"2,95",12662,Germany
550178,POST,POSTAGE,2,4/14/11 17:25,18,12662,Germany
550178,23206,LUNCH BAG APPLE DESIGN,10,4/14/11 17:25,"1,65",12662,Germany
550178,23204,CHARLOTTE BAG APPLES DESIGN,10,4/14/11 17:25,"0,85",12662,Germany
550187,POST,POSTAGE,2,4/14/11 18:40,18,13811,Germany
550187,23050,RECYCLED ACAPULCO MAT GREEN,5,4/14/11 18:40,"8,25",13811,Germany
550187,23051,RECYCLED ACAPULCO MAT BLUE,5,4/14/11 18:40,"8,25",13811,Germany
550187,23052,RECYCLED ACAPULCO MAT TURQUOISE,5,4/14/11 18:40,"8,25",13811,Germany
550187,23049,RECYCLED ACAPULCO MAT RED,7,4/14/11 18:40,"8,25",13811,Germany
550187,23053,RECYCLED ACAPULCO MAT PINK,5,4/14/11 18:40,"8,25",13811,Germany
550354,M,Manual,1,4/18/11 10:28,"222,75",13811,Germany
C550355,M,Manual,-1,4/18/11 10:29,"222,75",13811,Germany
550527,22555,PLASTERS IN TIN STRONGMAN,12,4/19/11 10:48,"1,65",12476,Germany
550527,21220,SET/4 BADGES DOGS,10,4/19/11 10:48,"1,25",12476,Germany
550527,21718,RED METAL BEACH SPADE,12,4/19/11 10:48,"1,25",12476,Germany
550527,22549,PICTURE DOMINOES,12,4/19/11 10:48,"1,45",12476,Germany
550527,22619,SET OF 6 SOLDIER SKITTLES,8,4/19/11 10:48,"3,75",12476,Germany
550527,23193,BUFFALO BILL TREASURE BOOK BOX,8,4/19/11 10:48,"2,25",12476,Germany
550527,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,4/19/11 10:48,"12,75",12476,Germany
550527,22605,WOODEN CROQUET GARDEN SET,4,4/19/11 10:48,"12,75",12476,Germany
550527,21411,GINGHAM HEART  DOORSTOP RED,3,4/19/11 10:48,"4,25",12476,Germany
550527,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,4/19/11 10:48,"8,5",12476,Germany
550527,84879,ASSORTED COLOUR BIRD ORNAMENT,40,4/19/11 10:48,"1,69",12476,Germany
550527,22191,IVORY DINER WALL CLOCK,4,4/19/11 10:48,"8,5",12476,Germany
550527,22192,BLUE DINER WALL CLOCK,4,4/19/11 10:48,"8,5",12476,Germany
550527,22467,GUMBALL COAT RACK,24,4/19/11 10:48,"2,55",12476,Germany
550527,84792,ENCHANTED BIRD COATHANGER 5 HOOK,8,4/19/11 10:48,"4,65",12476,Germany
550527,21395,BLUE POLKADOT BEAKER,48,4/19/11 10:48,"0,39",12476,Germany
550527,21394,RED POLKADOT BEAKER,48,4/19/11 10:48,"0,39",12476,Germany
550527,22973,CHILDREN'S CIRCUS PARADE MUG,12,4/19/11 10:48,"1,65",12476,Germany
550527,22328,ROUND SNACK BOXES SET OF 4 FRUITS,24,4/19/11 10:48,"2,95",12476,Germany
550527,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,4/19/11 10:48,"2,1",12476,Germany
550527,22979,PANTRY WASHING UP BRUSH,12,4/19/11 10:48,"1,45",12476,Germany
550527,22993,SET OF 4 PANTRY JELLY MOULDS,24,4/19/11 10:48,"1,25",12476,Germany
550527,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,6,4/19/11 10:48,"0,83",12476,Germany
550527,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,4/19/11 10:48,"3,95",12476,Germany
550527,22626,BLACK KITCHEN SCALES,2,4/19/11 10:48,"8,5",12476,Germany
550527,22702,BLACK AND WHITE CAT BOWL,6,4/19/11 10:48,"2,1",12476,Germany
550527,23053,RECYCLED ACAPULCO MAT PINK,4,4/19/11 10:48,"8,25",12476,Germany
550527,23051,RECYCLED ACAPULCO MAT BLUE,4,4/19/11 10:48,"8,25",12476,Germany
550527,21080,SET/20 RED RETROSPOT PAPER NAPKINS,24,4/19/11 10:48,"0,85",12476,Germany
550527,21086,SET/6 RED SPOTTY PAPER CUPS,24,4/19/11 10:48,"0,65",12476,Germany
550527,21094,SET/6 RED SPOTTY PAPER PLATES,24,4/19/11 10:48,"0,85",12476,Germany
550527,22423,REGENCY CAKESTAND 3 TIER,4,4/19/11 10:48,"12,75",12476,Germany
550527,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,4/19/11 10:48,"3,75",12476,Germany
550527,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,4/19/11 10:48,"0,85",12476,Germany
550527,20984,12 PENCILS TALL TUBE POSY,12,4/19/11 10:48,"0,85",12476,Germany
550527,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,4/19/11 10:48,"0,42",12476,Germany
550527,21507,"ELEPHANT, BIRTHDAY CARD,",12,4/19/11 10:48,"0,42",12476,Germany
550527,22037,ROBOT BIRTHDAY CARD,12,4/19/11 10:48,"0,42",12476,Germany
550527,22798,ANTIQUE GLASS DRESSING TABLE POT,8,4/19/11 10:48,"2,95",12476,Germany
550527,22801,ANTIQUE GLASS PEDESTAL BOWL,4,4/19/11 10:48,"3,75",12476,Germany
550527,22595,GINGHAM HEART DECORATION,12,4/19/11 10:48,"0,85",12476,Germany
550527,22849,BREAD BIN DINER STYLE MINT,4,4/19/11 10:48,"14,95",12476,Germany
550527,22611,VINTAGE UNION JACK SHOPPING BAG,6,4/19/11 10:48,"4,95",12476,Germany
550527,22280,POCKET BAG PINK PAISELY BROWN SPOT,12,4/19/11 10:48,"1,25",12476,Germany
550527,21484,CHICK GREY HOT WATER BOTTLE,8,4/19/11 10:48,"3,45",12476,Germany
550527,84849D,HOT BATHS SOAP HOLDER,12,4/19/11 10:48,"1,69",12476,Germany
550527,20961,STRAWBERRY BATH SPONGE,10,4/19/11 10:48,"1,25",12476,Germany
550527,20963,APPLE BATH SPONGE,10,4/19/11 10:48,"1,25",12476,Germany
550527,85053,FRENCH ENAMEL CANDLEHOLDER,12,4/19/11 10:48,"2,1",12476,Germany
550527,22556,PLASTERS IN TIN CIRCUS PARADE,12,4/19/11 10:48,"1,65",12476,Germany
550527,POST,POSTAGE,11,4/19/11 10:48,18,12476,Germany
C550611,22060,LARGE CAKE STAND HANGING HEARTS,-6,4/19/11 12:23,"3,95",12569,Germany
550620,84879,ASSORTED COLOUR BIRD ORNAMENT,32,4/19/11 13:39,"1,69",12585,Germany
550620,21136,PAINTED METAL PEARS ASSORTED,32,4/19/11 13:39,"1,69",12585,Germany
550620,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,4/19/11 13:39,"12,75",12585,Germany
550620,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,4/19/11 13:39,"0,72",12585,Germany
550620,21135,VICTORIAN  METAL POSTCARD SPRING,16,4/19/11 13:39,"1,69",12585,Germany
550620,22558,CLOTHES PEGS RETROSPOT PACK 24,24,4/19/11 13:39,"1,65",12585,Germany
550620,22634,CHILDS BREAKFAST SET SPACEBOY,8,4/19/11 13:39,"8,5",12585,Germany
550620,22423,REGENCY CAKESTAND 3 TIER,2,4/19/11 13:39,"12,75",12585,Germany
550620,20828,GLITTER BUTTERFLY CLIPS,12,4/19/11 13:39,"2,55",12585,Germany
550620,22149,FELTCRAFT 6 FLOWER FRIENDS,6,4/19/11 13:39,"2,1",12585,Germany
550620,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,4/19/11 13:39,"1,25",12585,Germany
550620,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,4/19/11 13:39,"12,75",12585,Germany
550620,21756,BATH BUILDING BLOCK WORD,3,4/19/11 13:39,"5,95",12585,Germany
550620,22615,PACK OF 12 CIRCUS PARADE TISSUES,24,4/19/11 13:39,"0,29",12585,Germany
550620,23126,FELTCRAFT GIRL AMELIE KIT,4,4/19/11 13:39,"4,95",12585,Germany
550620,23127,FELTCRAFT GIRL NICOLE KIT,4,4/19/11 13:39,"4,95",12585,Germany
550620,22138,BAKING SET 9 PIECE RETROSPOT,3,4/19/11 13:39,"4,95",12585,Germany
550620,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,4/19/11 13:39,"4,15",12585,Germany
550620,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,4/19/11 13:39,"8,5",12585,Germany
550620,22556,PLASTERS IN TIN CIRCUS PARADE,12,4/19/11 13:39,"1,65",12585,Germany
550620,23256,CHILDRENS CUTLERY SPACEBOY,4,4/19/11 13:39,"4,15",12585,Germany
550620,POST,POSTAGE,6,4/19/11 13:39,18,12585,Germany
550625,22893,MINI CAKE STAND T-LIGHT HOLDER,288,4/19/11 14:02,"0,36",12619,Germany
550625,22333,RETROSPOT PARTY BAG + STICKER SET,48,4/19/11 14:02,"1,45",12619,Germany
550625,47599A,PINK PARTY BAGS,100,4/19/11 14:02,"1,69",12619,Germany
550625,47599B,BLUE PARTY BAGS,6,4/19/11 14:02,"2,1",12619,Germany
550625,84987,SET OF 36 TEATIME PAPER DOILIES,12,4/19/11 14:02,"1,45",12619,Germany
550625,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,4/19/11 14:02,"1,45",12619,Germany
550625,POST,POSTAGE,2,4/19/11 14:02,18,12619,Germany
550665,20685,DOORMAT RED RETROSPOT,2,4/20/11 9:31,"7,95",12530,Germany
550665,22740,POLKADOT PEN,48,4/20/11 9:31,"0,85",12530,Germany
550665,23256,CHILDRENS CUTLERY SPACEBOY,8,4/20/11 9:31,"4,15",12530,Germany
550665,23199,JUMBO BAG APPLES,30,4/20/11 9:31,"2,08",12530,Germany
550665,23204,CHARLOTTE BAG APPLES DESIGN,50,4/20/11 9:31,"0,85",12530,Germany
550665,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,4/20/11 9:31,"4,15",12530,Germany
550665,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,4/20/11 9:31,"4,15",12530,Germany
550665,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,4/20/11 9:31,"4,15",12530,Germany
550665,20723,STRAWBERRY CHARLOTTE BAG,10,4/20/11 9:31,"0,85",12530,Germany
550665,20724,RED RETROSPOT CHARLOTTE BAG,20,4/20/11 9:31,"0,85",12530,Germany
550665,22385,JUMBO BAG SPACEBOY DESIGN,10,4/20/11 9:31,"2,08",12530,Germany
550665,85099B,JUMBO BAG RED RETROSPOT,30,4/20/11 9:31,"2,08",12530,Germany
550665,22432,WATERING CAN PINK BUNNY,6,4/20/11 9:31,"1,95",12530,Germany
550665,POST,POSTAGE,2,4/20/11 9:31,18,12530,Germany
550946,22962,JAM JAR WITH PINK LID,12,4/21/11 15:52,"0,85",12708,Germany
550946,22963,JAM JAR WITH GREEN LID,12,4/21/11 15:52,"0,85",12708,Germany
550946,23231,WRAP DOILEY DESIGN,25,4/21/11 15:52,"0,42",12708,Germany
550946,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,4/21/11 15:52,"2,95",12708,Germany
550946,22551,PLASTERS IN TIN SPACEBOY,12,4/21/11 15:52,"1,65",12708,Germany
550946,22629,SPACEBOY LUNCH BOX,12,4/21/11 15:52,"1,95",12708,Germany
550946,21671,RED SPOT CERAMIC DRAWER KNOB,12,4/21/11 15:52,"1,25",12708,Germany
550946,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,4/21/11 15:52,"1,25",12708,Germany
550946,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,4/21/11 15:52,"1,25",12708,Germany
550946,21668,RED STRIPE CERAMIC DRAWER KNOB,12,4/21/11 15:52,"1,25",12708,Germany
550946,22585,PACK OF 6 BIRDY GIFT TAGS,12,4/21/11 15:52,"1,25",12708,Germany
550946,POST,POSTAGE,1,4/21/11 15:52,18,12708,Germany
550960,23201,JUMBO BAG ALPHABET,10,4/21/11 16:39,"2,08",12622,Germany
550960,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,4/21/11 16:39,"0,85",12622,Germany
550960,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,4/21/11 16:39,"4,95",12622,Germany
550960,22197,SMALL POPCORN HOLDER,12,4/21/11 16:39,"0,85",12622,Germany
550960,85066,CREAM SWEETHEART MINI CHEST,2,4/21/11 16:39,"12,75",12622,Germany
550960,22639,SET OF 4 NAPKIN CHARMS HEARTS,6,4/21/11 16:39,"2,55",12622,Germany
550960,22423,REGENCY CAKESTAND 3 TIER,1,4/21/11 16:39,"12,75",12622,Germany
550960,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,4/21/11 16:39,"3,75",12622,Germany
550960,21328,BALLOONS  WRITING SET,12,4/21/11 16:39,"1,65",12622,Germany
550960,21249,WOODLAND  HEIGHT CHART STICKERS,6,4/21/11 16:39,"2,95",12622,Germany
550960,POST,POSTAGE,1,4/21/11 16:39,18,12622,Germany
C551018,22328,ROUND SNACK BOXES SET OF 4 FRUITS,-1,4/26/11 11:19,"2,95",12705,Germany
C551018,22667,RECIPE BOX RETROSPOT,-6,4/26/11 11:19,"2,95",12705,Germany
C551018,22467,GUMBALL COAT RACK,-2,4/26/11 11:19,"2,55",12705,Germany
C551018,22355,CHARLOTTE BAG SUKI DESIGN,-1,4/26/11 11:19,"0,85",12705,Germany
C551018,21426,WOODLAND STORAGE BOX SMALL,-1,4/26/11 11:19,"2,1",12705,Germany
C551018,21424,WOODLAND STORAGE BOX LARGE,-1,4/26/11 11:19,"2,95",12705,Germany
C551018,21238,RED RETROSPOT CUP,-1,4/26/11 11:19,"0,85",12705,Germany
C551018,20719,WOODLAND CHARLOTTE BAG,-1,4/26/11 11:19,"0,85",12705,Germany
C551018,20712,JUMBO BAG WOODLAND ANIMALS,-2,4/26/11 11:19,"1,95",12705,Germany
551258,22356,CHARLOTTE BAG PINK POLKADOT,10,4/27/11 12:02,"0,85",12621,Germany
551258,23204,CHARLOTTE BAG APPLES DESIGN,20,4/27/11 12:02,"0,85",12621,Germany
